NatEmis;Province;Official_Institution_Name;Status;Sector;Type_DoE;Phase_PED;Specialisation;EIDistrict;EICircuit;OwnerLand;OwnerBuild;GIS_Longitude;GIS_Latitude;LMunName;SP_Name;Township_Village;Suburb;Town_City;StreetAddress;Quintile;Registration_Date;NoFeeSchool;Urban_Rural;Learners2023;Educators2023
600100256;NW;DAUMAS MIDDLE SCHOOL;OPEN;PUBLIC;ORDINARY SCHOOL;COMBINED SCHOOL;COMPREHENSIVE;DR RUTH S MOMPATI;BA GA MOTHIBI;GOVERNMENT;GOVERNMENT;24,661008;-27,683298;GREATER TAUNG LOCAL MUNICIPALITY;;MOTSWEDING;MOCWEDING;PAMPIERSTAD;STAND NO. 114/20, MOTSWEDING VILLAGE, MOTSWEDING, 3747;Q1;;NO;UNKNOWN;36;6
600100257;NW;Laerskool David Brink;OPEN;PUBLIC;ORDINARY SCHOOL;PRIMARY SCHOOL;COMPREHENSIVE;BOJANALA;RETLADIRELA;GOVERNMENT;GOVERNMENT;27,256538;-25,658309;RUSTENBURG  LOCAL MUNICIPALITY;;RUSTENBURG;RUSTENBURG OOS-EINDE;RUSTENBURG;C/O KERK- AND RIDDER STREET, EAST END, RUSTENBURG, 7747;Q4;;NO;UNKNOWN;1043;37
600100260;NW;De Hy Primary School;OPEN;PUBLIC;ORDINARY SCHOOL;PRIMARY SCHOOL;COMPREHENSIVE;BOJANALA;RETLADIRELA;FARM;FARM;27,307169;-25,764719;RUSTENBURG  LOCAL MUNICIPALITY;;Rustenburg;MODDERFONTEIN;RUSTENBURG;7279 Modderfontein, Modderfontien, Rustenburg, 1747;Q1;;NO;UNKNOWN;174;6
600100265;NW;LAERSKOOL DELAREYVILLE;OPEN;PUBLIC;ORDINARY SCHOOL;PRIMARY SCHOOL;COMPREHENSIVE;NGAKA MODIRI MOLEMA;GANAPAN;GOVERNMENT;GOVERNMENT;25,45804;-26,691486;TSWAING LOCAL MUNICIPALITY;;DELAREYVILLE;Delareyville;DELAREYVILLE;12 GENERAL DELAREY STREET, , DELAREYVILLE, 2747;Q4;;NO;UNKNOWN;332;20
600100266;NW;Deutsche Schule Kroondal;OPEN;INDEPENDENT;ORDINARY SCHOOL;PRIMARY SCHOOL;COMPREHENSIVE;BOJANALA;AREAGANENG;CHURCH;Private;27,30699;-25,725029;RUSTENBURG  LOCAL MUNICIPALITY;;Kroondal;Kroondal;KROONDAL;R104 Main Road, Kroondal, Kroondal, 1747;N/A;;NO;UNKNOWN;107;12
600100267;NW;DEVONDALE INTERMEDIATE SCHOOL;OPEN;PUBLIC;ORDINARY SCHOOL;COMBINED SCHOOL;COMPREHENSIVE;DR RUTH S MOMPATI;NALEDI;GOVERNMENT;CHURCH;24,890232;-26,762108;NALEDI LOCAL MUNICIPALITY;;VRYBURG;DEVONDALE;VRYBURG;RCC MISSION DEVNDALE, DEVONDALE, VRYBURG, 1747;Q1;;NO;UNKNOWN;260;9
600100269;NW;TROTSVILLE  PRIMARY SCHOOL;OPEN;PUBLIC;ORDINARY SCHOOL;PRIMARY SCHOOL;COMPREHENSIVE;DR KENNETH KAUNDA;MAQUASSI HILLS NORTH;GOVERNMENT;GOVERNMENT;25,962424;-27,205406;MAQUASSI HILLS LOCAL MUNICIPALITY;;WOLMARANSSTAD;WOLMARANSTAD;WOLMARANSSTAD;4 Cnr Steytler and Sesinyi Street, TROTSVILLE, WOLMARANSSTAD, 2747;Q3;;NO;UNKNOWN;1531;45
600100270;NW;DIATLENG INTERMEDIATE;OPEN;PUBLIC;ORDINARY SCHOOL;PRIMARY SCHOOL;COMPREHENSIVE;DR RUTH S MOMPATI;MAMUSA;GOVERNMENT;GOVERNMENT;25,62849;-27,0433;MAMUSA LOCAL MUNICIPALITY;;SCHWEIZER -RENEKE;GLAUDINA;SCHEIZER RENEKE;42 VAN ZYL STREET, GLAUDINA, SCHWEIZER -RENEKE, 12747;Q1;;NO;UNKNOWN;495;15
600100273;NW;DIHATSHWANE PRIMARY SCHOOL;OPEN;PUBLIC;ORDINARY SCHOOL;PRIMARY SCHOOL;COMPREHENSIVE;NGAKA MODIRI MOLEMA;TSHWARANANG;GOVERNMENT;GOVERNMENT;25,754973;-25,908655;MAHIKENG LOCAL MUNICIPALITY;;Mafikeng;DIHATSHWANE;ROOIGROND;MAHIKENG, Mahikeng, Mafikeng, 3747;Q1;;NO;UNKNOWN;426;11
600100277;NW;Dikgorwaneng Primary School;OPEN;PUBLIC;ORDINARY SCHOOL;PRIMARY SCHOOL;COMPREHENSIVE;BOJANALA;TSWAING;GOVERNMENT;GOVERNMENT;28,145354;-25,351491;MORETELE LOCAL MUNICIPALITY;;HAMMANSKRAAL;MOGOGELO;HAMMANSKRAAL;JR 96 MOGOGELO VILLAGE, , HAMMANSKRAAL, 2747;Q1;;NO;UNKNOWN;649;17
600100278;NW;DIKGATLHONG PRIMARY SCHOOL;OPEN;PUBLIC;ORDINARY SCHOOL;PRIMARY SCHOOL;COMPREHENSIVE;BOJANALA;MADIKWE;GOVERNMENT;GOVERNMENT;26,440837;-25,20629;MOSES KOTANE LOCAL MUNICIPALITY;;MADIKWE;BOJANALA;MADIKWE;10858 NGAKANE SEC UITKYK VILLAGE, MADIKWE, MADIKWE, 2747;Q2;;NO;UNKNOWN;321;11
600100282;NW;DIKHUDU  PRIMARY SCHOOL;OPEN;PUBLIC;ORDINARY SCHOOL;PRIMARY SCHOOL;COMPREHENSIVE;NGAKA MODIRI MOLEMA;MOTSWEDI;GOVERNMENT;GOVERNMENT;25,765187;-25,329116;RAMOTSHERE MOILOA LOCAL MUNICIPALITY;;LEHURUTSHE;RADIKHUDU;GOPANE;BLOCK 1, RADIKHUDU, LEHURUTSHE, 2747;Q2;;NO;UNKNOWN;48;4
600100283;NW;DIKHUKHUNG PRIMARY;OPEN;PUBLIC;ORDINARY SCHOOL;PRIMARY SCHOOL;COMPREHENSIVE;NGAKA MODIRI MOLEMA;MAKGOBISTADT;GOVERNMENT;GOVERNMENT;25,968373;-25,823404;RATLOU LOCAL MUNICIPALITY;;MAFIKENG;MAKGOBISTAD;MMABATHO;SELOSESHA VILLAGE, MAKGOBISTAD, MAFIKENG, 2747;Q1;;NO;UNKNOWN;29;4
600100285;NW;Dikweipi Primary School;OPEN;PUBLIC;ORDINARY SCHOOL;PRIMARY SCHOOL;COMPREHENSIVE;BOJANALA;KOPANO-MOSES KOTANE;TRUST LAND;GOVERNMENT;27,228236;-25,181506;MOSES KOTANE LOCAL MUNICIPALITY;;Rustenburg;MONNAKATO-A;MOGWASE;STAND NO 500, Dikwepi Village, Rustenburg, 1747;Q1;;NO;UNKNOWN;572;16
600100286;NW;Dikeledi Makapan Primary School;OPEN;PUBLIC;ORDINARY SCHOOL;PRIMARY SCHOOL;COMPREHENSIVE;BOJANALA;MAKAPANSTAD CENTRAL;GOVERNMENT;GOVERNMENT;28,112706;-25,244116;MORETELE LOCAL MUNICIPALITY;;HAMMANSKRAAL;MAKAPANSTAD;MAKAPANSTAD;935 SEFIKANTSWE SECTION, MAKAPANSTAD, HAMMANSKRAAL, 1747;Q3;;NO;UNKNOWN;131;7
600100288;NW;Dimapo Primary School;OPEN;PUBLIC;ORDINARY SCHOOL;PRIMARY SCHOOL;COMPREHENSIVE;BOJANALA;BOKAMOSO;GOVERNMENT;GOVERNMENT;27,601339;-25,551915;RUSTENBURG  LOCAL MUNICIPALITY;;BRITS;BETHANIE;BRITS;0869 MOGOPA SECTION, BETHANIE, BRITS, 7747;Q3;;NO;UNKNOWN;498;15
600100292;NW;DINGAKE PRIMARY SCHOOL;OPEN;PUBLIC;ORDINARY SCHOOL;PRIMARY SCHOOL;COMPREHENSIVE;NGAKA MODIRI MOLEMA;ITSOSENG;GOVERNMENT;GOVERNMENT;25,905487;-26,085964;DITSOBOTLA LOCAL MUNICIPALITY;;Itsoseng;Itsoseng;ITSOSENG;68 Verdwaal Village, Itsoseng, Itsoseng, 4747;Q1;;NO;UNKNOWN;570;17
600100293;NW;DINGATENG PRIMARY SCHOOL;OPEN;PUBLIC;ORDINARY SCHOOL;PRIMARY SCHOOL;COMPREHENSIVE;NGAKA MODIRI MOLEMA;MAKGOBISTADT;GOVERNMENT;GOVERNMENT;24,524418;-25,775033;RATLOU LOCAL MUNICIPALITY;;MAHIKENG;TSHIDILAMOLOMO;TSHIDILAMO;10164 DINGATENG VILLAGE, TSHIDILAMOLOMO, MAHIKENG, 2747;Q2;;NO;UNKNOWN;239;9
600100294;NW;Dinkwe Primary School;OPEN;PUBLIC;ORDINARY SCHOOL;PRIMARY SCHOOL;COMPREHENSIVE;BOJANALA;MOGALE;GOVERNMENT;GOVERNMENT;27,26324;-25,193389;MOSES KOTANE LOCAL MUNICIPALITY;;SANDFONTEIN;MONNAKATO-A;MOGWASE;STAND NO : 619, SOUTH SECTION, SANDFONTEIN, 1747;Q3;;NO;UNKNOWN;874;25
