NatEmis;Province;Official_Institution_Name;Status;Sector;Type_DoE;Phase_PED;Specialisation;EIDistrict;EICircuit;OwnerLand;OwnerBuild;GIS_Longitude;GIS_Latitude;LMunName;SP_Name;Township_Village;Suburb;Town_City;StreetAddress;Quintile;Registration_Date;NoFeeSchool;Urban_Rural;Learners2023;Educators2023
200100044;EC;B J MNYANDA PRIMARY SCHOOL;OPEN;Public;ORDINARY SCHOOL;PRIMARY SCHOOL;ORDINARY SCHOOL;NELSON MANDELA;;GOVERNMENT;UNKNOWN;-33,88846;25,58599;Nelson Mandela Bay Metropolitan Municipality;Kwazakele 3;;KWAZAKHELE;GQEBERHA;NJOLI ROAD,KWAZAKHELE,GQEBERHA,6205;Q3;1/1/1956;YES;Urban;929;24
200100049;EC;BATHURST PRIMARY SCHOOL;OPEN;Public;ORDINARY SCHOOL;PRIMARY SCHOOL;ORDINARY SCHOOL;SARAH BAARTMAN;;GOVERNMENT;UNKNOWN;-33,50181;26,82177;Ndlambe Local Municipality;NONE;;;BATHURST;Donkin Terrace,Bathurst,6166;Q4;;NO;Urban;170;10
200100050;EC;BAYVIEW PRIMARY SCHOOL;OPEN;Public;ORDINARY SCHOOL;PRIMARY SCHOOL;ORDINARY SCHOOL;NELSON MANDELA;;GOVERNMENT;UNKNOWN;-33,90735;25,55266;Nelson Mandela Bay Metropolitan Municipality;Helenvale;;HELENVALE;GQEBERHA;POTT STREET,HELENVALE,GQEBERHA,6020;Q3;1/1/1962;YES;Urban;288;10
200100051;EC;NEWTOWN HIGH SCHOOL;OPEN;Public;ORDINARY SCHOOL;SECONDARY SCHOOL;ORDINARY SCHOOL;AMATHOLE WEST;;GOVERNMENT;PUBLIC;-32,775791;26,618377;Raymond Mhlaba Local Municipality;Newtown;;NEWTOWN;FORT BEAUFORT;Jasmin Street, 1,Newtown,Fort Beaufort,5720;Q3;5/22/2015;NO;Urban;321;6
200100053;EC;BEDFORD JUNIOR SECONDARY SCHOOL;OPEN;Public;ORDINARY SCHOOL;COMBINED SCHOOL;ORDINARY SCHOOL;AMATHOLE WEST;;GOVERNMENT;PUBLIC;-32,68982;26,08895;Raymond Mhlaba Local Municipality;NONE;;GOODWIN PARK;BEDFORD;DE SILVA STREET, GOODWIN PARK, BEDFORD, 5780;Q3;1/1/1972;YES;Urban;577;16
200100055;EC;BELMONT FARM SCHOOL;OPEN;Public;ORDINARY SCHOOL;PRIMARY SCHOOL;ORDINARY SCHOOL;AMATHOLE WEST;;GOVERNMENT;UNKNOWN;-32,44736;25,94797;Raymond Mhlaba Local Municipality;Bedford NU;BELMONT FARM;BEDFORT;BEDFORD;Belmont Farm,Bedford,Bedford,5780;Q2;;YES;Rural;20;1
200100057;EC;BEN NYATI PUBLIC PRIMARY SCHOOL;OPEN;Public;ORDINARY SCHOOL;PRIMARY SCHOOL;ORDINARY SCHOOL;NELSON MANDELA;;GOVERNMENT;PUBLIC;-33,88072;25,58975;Nelson Mandela Bay Metropolitan Municipality;Kwazakele 1;;KWAZAKHELE;GQEBERHA;MAQUBELA STREET,KWAZAKHELE,GQEBERHA,6205;Q3;1/1/1958;YES;Urban;772;23
200100058;EC;BEN SINUKA PRIMARY SCHOOL;OPEN;Public;ORDINARY SCHOOL;PRIMARY SCHOOL;ORDINARY SCHOOL;NELSON MANDELA;;GOVERNMENT;PUBLIC;-33,89241;25,60275;Nelson Mandela Bay Metropolitan Municipality;New Brighton 2;;NEW BRIGHTON;PORT ELIZABETH;1 Gunguluza Street,New Brighton,Port Elizabeth,6200;Q3;1/1/1965;YES;Urban;260;10
200100063;EC;HAPPY HOME ACADEMY;OPEN;INDEPENDENT;ORDINARY SCHOOL;COMBINED SCHOOL;ORDINARY SCHOOL;NELSON MANDELA;;PRIVATE;PRIVATE;-33,945;25,60405;Nelson Mandela Bay Metropolitan Municipality;;;SYDENHAM;PORT ELIZABETH;2 Gibaud Street Sydenham,Port Elizabeth,6213;N/A;1/28/2015;NO;Urban;858;35
200100064;EC;BETHELSDORP COMPREHENSIVE SCHOOL;OPEN;Public;ORDINARY SCHOOL;SECONDARY SCHOOL;ORDINARY SCHOOL;NELSON MANDELA;;GOVERNMENT;PUBLIC;-33,89321;25,53488;Nelson Mandela Bay Metropolitan Municipality;Salt Lake;;SALT LAKE;GQEBERHA;FELCASS ROAD,SALT LAKE,BETHELSDORP, GQEBERHA,6059;Q3;1/1/1971;YES;Urban;1253;37
