NatEmis;Province;Official_Institution_Name;Status;Sector;Type_DoE;Phase_PED;Specialisation;EIDistrict;EICircuit;OwnerLand;OwnerBuild;GIS_Longitude;GIS_Latitude;LMunName;SP_Name;Township_Village;Suburb;Town_City;StreetAddress;Quintile;Registration_Date;NoFeeSchool;Urban_Rural;Learners2023;Educators2023
100000029;WC;GAIA WALDORF SCHOOL;OPEN;INDEPENDENT;ORDINARY SCHOOL;PRIMARY SCHOOL;UNKNOWN;METRO CENTRAL;3;UNKNOWN;UNKNOWN;18,489704;-33,940894;CITY OF CAPE TOWN;UNKNOWN;Oude Molen Village;OBSERVATORY;CITY OF CAPE TOWN;OUDE MOLEN ECO VILLAGE ALEXANDRA ROAD PINELANDS 7405;Q5;;NO;URBAN;125;14
100000030;WC;DARUN NA'IM ACADEMY;OPEN;INDEPENDENT;ORDINARY SCHOOL;COMBINED SCHOOL;UNKNOWN;METRO SOUTH;2;UNKNOWN;UNKNOWN;18,470817;-34,012345;CITY OF CAPE TOWN;UNKNOWN;Wynberg;WYNBERG;CITY OF CAPE TOWN;15 MARS ROAD WYNBERG 7800;N/A;;NO;URBAN;120;17
100000031;WC;ATLANTIC BEACH COLLEGE;OPEN;INDEPENDENT;ORDINARY SCHOOL;PRIMARY SCHOOL;UNKNOWN;METRO NORTH;10;UNKNOWN;UNKNOWN;18,43906;-33,7296;CITY OF CAPE TOWN;UNKNOWN;Melkbosstrand SP;MELKBOSCH STRAND;CITY OF CAPE TOWN;THE MIRAMAR CENTRE BEACH ROAD MELKBOSSTRAND 7441;Q2;;NO;URBAN;38;5
100000036;WC;TRINITY PRIMARY SCHOOL;OPEN;INDEPENDENT;ORDINARY SCHOOL;COMBINED SCHOOL;UNKNOWN;EDEN AND CENTRAL KAR;4;UNKNOWN;UNKNOWN;23,045024;-34,035136;KNYSNA;UNKNOWN;Old Place;KNYSNA CENTRAL;KNYSNA;43 FICHAT STREET KNYSNA CENTRAL KNYSNA 6571;Q2;;NO;URBAN;128;9
100000037;WC;EAGLE'S NEST MINISTRIES, SA;OPEN;INDEPENDENT;ORDINARY SCHOOL;PRIMARY SCHOOL;UNKNOWN;METRO EAST;6;UNKNOWN;UNKNOWN;18,743455;-33,853628;CITY OF CAPE TOWN;UNKNOWN;Kraaifontein East 1;WALLACEDENE;CITY OF CAPE TOWN;27536 TAMBO STREET PHASE 5 WALLACEDENE 7570;Q5;;NO;URBAN;469;17
100000038;WC;SILVERMINE ACADEMY;OPEN;INDEPENDENT;ORDINARY SCHOOL;SECONDARY SCHOOL;UNKNOWN;METRO SOUTH;9;UNKNOWN;UNKNOWN;18,3984;-34,121929;CITY OF CAPE TOWN;UNKNOWN;Sun Valley;SUNVALLEY;CITY OF CAPE TOWN;44 BRIGANTINE AVENUE SUN VALLEY 7975;Q2;;NO;URBAN;84;11
100000054;WC;ACADEMY PRIVATE SCHOOL;OPEN;INDEPENDENT;ORDINARY SCHOOL;COMBINED SCHOOL;UNKNOWN;METRO EAST;2;UNKNOWN;UNKNOWN;18,708624;-33,928723;CITY OF CAPE TOWN;UNKNOWN;Kuils River Estate;KLEIN ZEVENWACHT;CITY OF CAPE TOWN;1 MERLOT CLOSE KLEIN ZEVENWACHT ESTATE KUILS RIVER 7580;N/A;;NO;RURAL;163;18
100000055;WC;CLAREMONT HIGH SCHOOL;OPEN;PUBLIC;ORDINARY SCHOOL;SECONDARY SCHOOL;UNKNOWN;METRO CENTRAL;6;UNKNOWN;UNKNOWN;18,46909128;-33,98800512;CITY OF CAPE TOWN;UNKNOWN;Claremont;CLAREMONT;CITY OF CAPE TOWN;MOLTENO ROAD CLAREMONT 7708;Q5;;NO;URBAN;504;26
100000056;WC;WESTLAKE PRIMARY SCHOOL;OPEN;PUBLIC;ORDINARY SCHOOL;PRIMARY SCHOOL;UNKNOWN;METRO SOUTH;4;UNKNOWN;UNKNOWN;18,4369147;-34,0732557;CITY OF CAPE TOWN;UNKNOWN;Westlake 1;WESTLAKE;CITY OF CAPE TOWN;FICUS STREET WESTLAKE TOKAI 7945;Q4;;YES;URBAN;752;23
100000065;WC;REDDAM HOUSE ATLANTIC SEABOARD;OPEN;INDEPENDENT;ORDINARY SCHOOL;COMBINED SCHOOL;UNKNOWN;METRO CENTRAL;2;UNKNOWN;UNKNOWN;18,408376;-33,910456;CITY OF CAPE TOWN;UNKNOWN;Green Point;GREEN POINT;CITY OF CAPE TOWN;20 CAVALCADE ROAD GREEN POINT 8005;Q5;;NO;URBAN;470;47
100000070;WC;IES INTERNATIONAL HELDEBERG SCHOOL (PTY;OPEN;INDEPENDENT;ORDINARY SCHOOL;COMBINED SCHOOL;UNKNOWN;METRO EAST;8;UNKNOWN;UNKNOWN;18,857012;-34,100218;CITY OF CAPE TOWN;UNKNOWN;Heritage Park;HERITAGE PARK;CITY OF CAPE TOWN;HAZELDEN DRIVE HERITAGE PARK SOMERSET WEST 7130;Q5;;NO;URBAN;206;24
100000078;WC;DISA PRIMARY SCHOOL (HOUT BAY);OPEN;PUBLIC;ORDINARY SCHOOL;PRIMARY SCHOOL;UNKNOWN;METRO CENTRAL;5;UNKNOWN;UNKNOWN;18,35967175;-34,02736907;CITY OF CAPE TOWN;UNKNOWN;Imizamo Yethu SP;HOUT BAY;CITY OF CAPE TOWN;OR TAMBO ROAD IMIZAMO YETHU HOUT BAY 7806;Q3;;YES;URBAN;681;38
100000091;WC;CEDERBERG ACADEMY;OPEN;PUBLIC;ORDINARY SCHOOL;SECONDARY SCHOOL;UNKNOWN;WEST COAST;4;UNKNOWN;UNKNOWN;19,01473869;-32,58557439;CEDERBERG;UNKNOWN;Citrusdal SP;CITRUSDAL;CITRUSDAL;HEUWELSINGEL CITRUSDAL 7340;Q4;;NO;RURAL;871;26
100000103;WC;LYCEE FRANCAIS DU CAP FRANCOIS LE VAILL;OPEN;INDEPENDENT;ORDINARY SCHOOL;COMBINED SCHOOL;UNKNOWN;METRO CENTRAL;2;UNKNOWN;UNKNOWN;18,418461;-33,931708;CITY OF CAPE TOWN;UNKNOWN;Gardens;GARDENS;CITY OF CAPE TOWN;101 HOPE STREET GARDENS 8001;Q5;;NO;RURAL;283;26
100000108;WC;NORTHPINE TECHNICAL HIGH SCHOOL;OPEN;PUBLIC;ORDINARY SCHOOL;SECONDARY SCHOOL;UNKNOWN;METRO EAST;2;UNKNOWN;UNKNOWN;18,70815925;-33,87094299;CITY OF CAPE TOWN;UNKNOWN;Northpine;NORTHPINE;CITY OF CAPE TOWN;C/O COETZENBURG AND OREGAN RD NORTHPINE 7560;Q5;;NO;URBAN;617;23
100000109;WC;DELFT TECHNICAL HIGH SCHOOL;OPEN;PUBLIC;ORDINARY SCHOOL;SECONDARY SCHOOL;UNKNOWN;METRO NORTH;5;UNKNOWN;UNKNOWN;18,62965584;-33,96518644;CITY OF CAPE TOWN;UNKNOWN;The Hague;DELFT 4;CITY OF CAPE TOWN;110 BALELES STREET DELFT 7100;Q4;;NO;URBAN;875;32
100000110;WC;MELKBOS HIGH SCHOOL;OPEN;PUBLIC;ORDINARY SCHOOL;SECONDARY SCHOOL;UNKNOWN;METRO NORTH;10;UNKNOWN;UNKNOWN;18,44388621;-33,73028811;CITY OF CAPE TOWN;UNKNOWN;Melkbosstrand SP;MELKBOSCH STRAND;CITY OF CAPE TOWN;OTTO DU PLESSIS DRIVE MELKBOSSTRAND 7441;Q5;;NO;URBAN;1066;51
100000122;WC;FISANTEKRAAL HIGH SCHOOL;OPEN;PUBLIC;ORDINARY SCHOOL;SECONDARY SCHOOL;UNKNOWN;METRO NORTH;7;UNKNOWN;UNKNOWN;18,72214279;-33,77931625;CITY OF CAPE TOWN;UNKNOWN;Fistantekraal SP;FISANTEKRAAL;CITY OF CAPE TOWN;C/O DULLA OMAR LITCHENBERG STR DURBANVILLE 7550;Q1;;YES;URBAN;1191;43
100000123;WC;BEAUFORT WEST PRIMﾊRE SKOOL;OPEN;PUBLIC;ORDINARY SCHOOL;PRIMARY SCHOOL;UNKNOWN;EDEN AND CENTRAL KAR;7;UNKNOWN;UNKNOWN;22,56997775;-32,35106308;BEAUFORT WEST;UNKNOWN;Hillside;BEAUFORT WEST;BEAUFORT WEST;PASTORIE STRAAT HILLSIDE 6970;Q3;;YES;RURAL;1108;32
100000124;WC;LOUWVILLE HOﾋRSKOOL;OPEN;PUBLIC;ORDINARY SCHOOL;SECONDARY SCHOOL;UNKNOWN;WEST COAST;3;UNKNOWN;UNKNOWN;18,00588145;-32,91606841;SALDANHA BAY;UNKNOWN;Louwville;LOUWVILLE;VREDENBURG;MACLON STRAAT VREDENBURG 7380;Q4;;YES;RURAL;1482;47
100000126;WC;GATEWAY PRIMARY SCHOOL;OPEN;PUBLIC;ORDINARY SCHOOL;PRIMARY SCHOOL;UNKNOWN;METRO NORTH;4;UNKNOWN;UNKNOWN;18,628891;-33,96942;CITY OF CAPE TOWN;UNKNOWN;Delft SP;DELFT 6;CITY OF CAPE TOWN;ABEDARE ROAD LEIDEN DELFT 7102;Q4;;YES;URBAN;1562;44
100000127;WC;ROUXVILLE PRIMARY SCHOOL;OPEN;PUBLIC;ORDINARY SCHOOL;PRIMARY SCHOOL;UNKNOWN;METRO EAST;7;UNKNOWN;UNKNOWN;18,67745671;-33,9420219;CITY OF CAPE TOWN;UNKNOWN;Bellville Teachers' Training College;BELLVILLE TEACHERS COLLEGE;CITY OF CAPE TOWN;C/O BELHAR ROAD AND NOOIENSFONTEIN RD KUILS RIVER 7580;Q4;;NO;URBAN;881;31
100000128;WC;HOPE AND LIGHT COMMUNITY WELFARE (NPC);OPEN;INDEPENDENT;ORDINARY SCHOOL;COMBINED SCHOOL;UNKNOWN;METRO EAST;8;UNKNOWN;UNKNOWN;18,872191;-34,107573;CITY OF CAPE TOWN;UNKNOWN;Helderberg;FERNWOOD;CITY OF CAPE TOWN;20A ALPINE CRESCENT FERNWOOD SOMERSET WEST 7130;Q4;;YES;RURAL;377;23
100000129;WC;SILIKAMVA HIGH SCHOOL;OPEN;PUBLIC;ORDINARY SCHOOL;SECONDARY SCHOOL;UNKNOWN;METRO CENTRAL;2;UNKNOWN;UNKNOWN;18,36080966;-34,03033468;CITY OF CAPE TOWN;UNKNOWN;Imizamo Yethu SP;HOUT BAY;CITY OF CAPE TOWN;PENZANCE ROAD PENZANCE ESTATE HOUT BAY 7806;Q3;;YES;URBAN;902;31
100000143;WC;PRINGLE HOUSE;OPEN;INDEPENDENT;ORDINARY SCHOOL;PRIMARY SCHOOL;UNKNOWN;OVERBERG;2;UNKNOWN;UNKNOWN;18,831038;-34,351518;OVERSTRAND;UNKNOWN;Pringle Bay SP;PRINGLE BAY;PRINGLE BAY;FARM HANGKLIP 559/62 CLARENCE DRIVE PRINGLE BAY 7196;Q5;;NO;RURAL;25;5
100000151;WC;AL-AZHAR HIGH SCHOOL;OPEN;INDEPENDENT;ORDINARY SCHOOL;SECONDARY SCHOOL;UNKNOWN;METRO CENTRAL;9;UNKNOWN;UNKNOWN;18,502117;-33,967834;CITY OF CAPE TOWN;UNKNOWN;Athlone SP;ATHLONE;CITY OF CAPE TOWN;CNR NEWTON AVENUE & BIRDWOOD ROAD 7764;N/A;;NO;RURAL;506;31
100000152;WC;HYDE PARK COLLEGE;OPEN;INDEPENDENT;ORDINARY SCHOOL;COMBINED SCHOOL;UNKNOWN;METRO SOUTH;7;UNKNOWN;UNKNOWN;18,584686;-34,034805;CITY OF CAPE TOWN;UNKNOWN;Weltevreden Valley;RONDEVLEI PARK;CITY OF CAPE TOWN;29 FULHAM AVENUE WELTVREDEN VALLEY MITCHELLS PLAIN 7785;Q5;;NO;URBAN;247;9
100000153;WC;MOUNT VIEW EDUCATION CENTRE;OPEN;INDEPENDENT;ORDINARY SCHOOL;COMBINED SCHOOL;UNKNOWN;CAPE WINELANDS;9;UNKNOWN;UNKNOWN;18,744558;-33,964124;STELLENBOSCH;UNKNOWN;Stellenbosch NU;STELLENBOSCH;OUTSIDE A TOWN;CNR POLKADRAAI & VLAEBERG RD STELLENBOSCH 7600;Q2;;NO;URBAN;5;2
100000211;WC;CRESCENT PRIMARY SCHOOL NPC;OPEN;INDEPENDENT;ORDINARY SCHOOL;INTERMEDIATE SCHOOL;UNKNOWN;METRO SOUTH;7;UNKNOWN;UNKNOWN;18,473929;-34,04168;CITY OF CAPE TOWN;UNKNOWN;Elfindale;ELFINDALE;CITY OF CAPE TOWN;CHADWIN ROAD ELFINDALE 7945;Q5;;NO;URBAN;186;10
100000217;WC;CHRISTMAS TINTO PRIMARY SCHOOL;OPEN;PUBLIC;ORDINARY SCHOOL;PRIMARY SCHOOL;UNKNOWN;METRO EAST;9;UNKNOWN;UNKNOWN;18,85663957;-34,10783707;CITY OF CAPE TOWN;UNKNOWN;Nomzamo SP;ASANDA;CITY OF CAPE TOWN;HLATI DRIVE ASANDA VILLAGE STRAND 7140;Q3;;YES;URBAN;1383;46
100000220;WC;CURRO HERMANUS;OPEN;INDEPENDENT;ORDINARY SCHOOL;COMBINED SCHOOL;UNKNOWN;OVERBERG;2;UNKNOWN;UNKNOWN;19,191396;-34,412932;OVERSTRAND;UNKNOWN;Sand Bay SP;SAND BAY;SAND BAY;CURRO AVENUE SANDBAAI HERMANUS 7200;Q5;;NO;RURAL;754;53
100000231;WC;ALBERT COLLEGE;OPEN;INDEPENDENT;ORDINARY SCHOOL;COMBINED SCHOOL;UNKNOWN;EDEN AND CENTRAL KAR;7;UNKNOWN;UNKNOWN;22,029694;-33,227966;PRINCE ALBERT;UNKNOWN;Prince Albert SP;PRINCE ALBERT;PRINCE ALBERT;16 & 43 MARK STREET 6930;N/A;;NO;RURAL;45;12
100000232;WC;CHRISTELIKE PRIVAATSKOOL LEIPOLDTVILLE;OPEN;INDEPENDENT;ORDINARY SCHOOL;PRIMARY SCHOOL;UNKNOWN;WEST COAST;4;UNKNOWN;UNKNOWN;18,484485;-32,222115;CEDERBERG;UNKNOWN;Leipoldtville SP;LEIPOLDTVILLE;OUTSIDE A TOWN;HOOFSTRAAT NG KERK LEIPOLDTVILLE 8122;Q5;;NO;URBAN;61;8
100000235;WC;SUNNINGDALE PRIMARY SCHOOL;OPEN;PUBLIC;ORDINARY SCHOOL;PRIMARY SCHOOL;UNKNOWN;METRO NORTH;9;UNKNOWN;UNKNOWN;18,48338006;-33,79709151;CITY OF CAPE TOWN;UNKNOWN;Cape Metro NU1;SUNNINGDALE;CITY OF CAPE TOWN;TRYALL ROAD SUNNINGDALE 7441;Q5;;NO;URBAN;1122;47
100000250;WC;DESTINATUS PRIVAATSKOOL;OPEN;INDEPENDENT;ORDINARY SCHOOL;PRIMARY SCHOOL;UNKNOWN;METRO EAST;5;UNKNOWN;UNKNOWN;18,703926;-33,901484;CITY OF CAPE TOWN;UNKNOWN;Brackenfell South 1;BRACKENFELL SOUTH;CITY OF CAPE TOWN;H/V ANGELIER EN DE VIJGEN STR PROTEA HOOGTE BRACKENFELL 7560;Q5;;NO;URBAN;412;26
100000260;WC;CARNEGIE HOUSE PREPARATORY;OPEN;INDEPENDENT;ORDINARY SCHOOL;COMBINED SCHOOL;UNKNOWN;WEST COAST;1;UNKNOWN;UNKNOWN;18,896129;-33,384486;SWARTLAND;UNKNOWN;Riebeek-Kasteel SP;RIEBEEK-KASTEEL;RIEBEEK-KASTEEL;17 ROYAL STREET RIEBEECK - KASTEEL 7300;Q2;;NO;URBAN;44;6
100000262;WC;LONGACRES PRIVAATSKOOL;OPEN;INDEPENDENT;ORDINARY SCHOOL;COMBINED SCHOOL;UNKNOWN;WEST COAST;3;UNKNOWN;UNKNOWN;18,065146;-33,048939;SALDANHA BAY;UNKNOWN;Long Acres Country Estate;LONG ACRES COUNTRY ESTATE;LANGEBAAN;LOOPSTRAAT 47 LANGEBAAN 7357;Q2;;NO;URBAN;355;32
100000265;WC;BRANDVLEI YOUTH CENTRE;OPEN;INDEPENDENT;ORDINARY SCHOOL;SECONDARY SCHOOL;UNKNOWN;CAPE WINELANDS;4;UNKNOWN;UNKNOWN;19,410448;-33,749105;BREEDE VALLEY;UNKNOWN;Brandvlei Prison;WORCESTER;OUTSIDE A TOWN;BRANDVLEI PRISON WORCESTER 6849;N/A;;YES;RURAL;38;5
100000266;WC;CONCORDIA HIGH SCHOOL;OPEN;PUBLIC;ORDINARY SCHOOL;SECONDARY SCHOOL;UNKNOWN;EDEN AND CENTRAL KAR;4;UNKNOWN;UNKNOWN;23,086632;-34,029109;KNYSNA;UNKNOWN;Concordia;CONCORDIA;KNYSNA;05 CONCORDIA ROAD CONCORDIA WEST KNYSNA 6571;Q2;;YES;URBAN;1235;37
100000267;WC;CONCORDIA PRIMﾊRE SKOOL;OPEN;PUBLIC;ORDINARY SCHOOL;PRIMARY SCHOOL;UNKNOWN;EDEN AND CENTRAL KAR;4;UNKNOWN;UNKNOWN;23,085224;-34,028844;KNYSNA;UNKNOWN;Concordia;CONCORDIA;KNYSNA;5 CONCORDIA CONCORDIA KNYSNA 6571;Q2;;YES;URBAN;977;33
100000268;WC;A.Z. BERMAN HIGH SCHOOL;OPEN;PUBLIC;ORDINARY SCHOOL;SECONDARY SCHOOL;UNKNOWN;METRO SOUTH;1;UNKNOWN;UNKNOWN;18,63336185;-34,05439677;CITY OF CAPE TOWN;UNKNOWN;Tafelsig;TAFELSIG;CITY OF CAPE TOWN;CNR SPINE RD AND AZ BERMAN DR. TAFELSIG 7785;Q4;;YES;URBAN;985;34
100000271;WC;CAPELLA HOUSE;OPEN;INDEPENDENT;ORDINARY SCHOOL;PRIMARY SCHOOL;UNKNOWN;METRO SOUTH;9;UNKNOWN;UNKNOWN;18,432249;-34,131976;CITY OF CAPE TOWN;UNKNOWN;Imhofs Gift;SUNNYDALE;CITY OF CAPE TOWN;BANKS ROAD FISH HOEK 7975;Q5;;NO;URBAN;117;9
100000272;WC;SONEIKE HIGH SCHOOL;OPEN;PUBLIC;ORDINARY SCHOOL;SECONDARY SCHOOL;UNKNOWN;METRO EAST;7;UNKNOWN;UNKNOWN;18,68045476;-33,94861143;CITY OF CAPE TOWN;UNKNOWN;Highbury;HIGHBURY;CITY OF CAPE TOWN;HIGHBURY ROAD KUILS RIVER 7580;Q4;;NO;URBAN;864;30
100000286;WC;KEY TO EDUCATION TRADING AS FOCUS COLLE;OPEN;INDEPENDENT;ORDINARY SCHOOL;COMBINED SCHOOL;UNKNOWN;METRO SOUTH;1;UNKNOWN;UNKNOWN;18,478198;-34,010299;CITY OF CAPE TOWN;UNKNOWN;Wynberg;WYNBERG;CITY OF CAPE TOWN;16 BELFAST ROAD 7800;N/A;;NO;URBAN;413;17
100000287;WC;GENERATION SCHOOLS BLUE MOON;OPEN;INDEPENDENT;ORDINARY SCHOOL;INTERMEDIATE SCHOOL;UNKNOWN;METRO SOUTH;6;UNKNOWN;UNKNOWN;18,463552;-34,049517;CITY OF CAPE TOWN;UNKNOWN;Heathfield;HEATHFIELD;CITY OF CAPE TOWN;8 GALWAY ROAD HEATHFIELD 7945;Q2;;NO;URBAN;65;5
100000288;WC;UMYEZO WAMA APILE HIGH SCHOOL;OPEN;PUBLIC;ORDINARY SCHOOL;SECONDARY SCHOOL;UNKNOWN;OVERBERG;2;UNKNOWN;UNKNOWN;18,99156638;-34,15475718;THEEWATERSKLOOF;UNKNOWN;Theewaterskloof NU;GRABOUW;GRABOUW;OLD CAPE ROAD PINEVIEW GRABOUW 7160;Q1;;YES;RURAL;1955;51
100000305;WC;MERIDIAN PINEHURST PRIVATE SCHOOL;OPEN;INDEPENDENT;ORDINARY SCHOOL;COMBINED SCHOOL;UNKNOWN;METRO NORTH;7;UNKNOWN;UNKNOWN;18,695356;-33,827274;CITY OF CAPE TOWN;UNKNOWN;Langeberg Hoogte;PINEHURST;CITY OF CAPE TOWN;6 CAMPUS WAY OFF PINEHURST DRIVE PINEHURST 7550;N/A;;NO;URBAN;2051;85
100000306;WC;IMHOFF WALDORF PRIMARY SCHOOL;OPEN;INDEPENDENT;ORDINARY SCHOOL;PRIMARY SCHOOL;UNKNOWN;METRO SOUTH;5;UNKNOWN;UNKNOWN;18,348365;-34,141573;CITY OF CAPE TOWN;UNKNOWN;Imhofs Gift;KOMMETJIE;CITY OF CAPE TOWN;CORNER OF KLEIN SLANGKOP AND KOMMETJIE ROAD KOMMETJIE 7975;Q2;;NO;URBAN;100;10
100000307;WC;CARNEGIE HOUSE PREPARATORY (PAARL);OPEN;INDEPENDENT;ORDINARY SCHOOL;PRIMARY SCHOOL;UNKNOWN;CAPE WINELANDS;8;UNKNOWN;UNKNOWN;18,96425;-33,73326;DRAKENSTEIN;UNKNOWN;Esterville;PAARL CENTRAL EAST;PAARL;7 VAN DER LINGEN STREET PAARL 7646;Q2;;NO;URBAN;62;4
100000311;WC;CURRO CENTURY CITY;OPEN;INDEPENDENT;ORDINARY SCHOOL;COMBINED SCHOOL;UNKNOWN;METRO NORTH;9;UNKNOWN;UNKNOWN;18,520931;-33,883456;CITY OF CAPE TOWN;UNKNOWN;Century City;CENTURY CITY;CITY OF CAPE TOWN;SOCRATES WAY CENTURY CITY CAPE TOWN 7441;Q2;;NO;URBAN;944;64
100000312;WC;POMARIO PRIVATE SCHOOL;OPEN;INDEPENDENT;ORDINARY SCHOOL;COMBINED SCHOOL;UNKNOWN;WEST COAST;4;UNKNOWN;UNKNOWN;19,012972;-32,598613;CEDERBERG;UNKNOWN;Citrusdal SP;CITRUSDAL;CITRUSDAL;PAUL DE VILLIERSSTREET (R303) CITRUSDAL 7340;Q5;;NO;RURAL;104;16
100000313;WC;RUNDLE COLLEGE;OPEN;INDEPENDENT;ORDINARY SCHOOL;COMBINED SCHOOL;UNKNOWN;EDEN AND CENTRAL KAR;8;UNKNOWN;UNKNOWN;22,429901;-33,965803;GEORGE;UNKNOWN;Kingswood Golf Estate;KINGSWOOD GOLF ESTATE;GEORGE;67 YORK STREET ANFRA BUILDING GEORGE 6530;Q2;;NO;RURAL;113;22
100000318;WC;JUBILEE MONTESSORI ACADEMY;OPEN;INDEPENDENT;ORDINARY SCHOOL;PRIMARY SCHOOL;UNKNOWN;EDEN AND CENTRAL KAR;6;UNKNOWN;UNKNOWN;22,216675;-33,587776;OUDTSHOORN;UNKNOWN;Oudtshoorn SP;OUDTSHOORN;OUDTSHOORN;020 ST. SAVIOUR STREET OUDTSHOORN 6625;Q2;;NO;URBAN;26;8
100000319;WC;YOUNG AMBASSADORS PRIMARY SCHOOL;OPEN;INDEPENDENT;ORDINARY SCHOOL;PRIMARY SCHOOL;UNKNOWN;EDEN AND CENTRAL KAR;8;UNKNOWN;UNKNOWN;22,458888;-33,96568;GEORGE;UNKNOWN;George Central;GEORGE CENTRAL;GEORGE;9 SQUARE HILL STREET 6529;Q2;;NO;URBAN;124;8
100000320;WC;STONEFOUNTAIN COLLEGE - KENILWORTH;OPEN;INDEPENDENT;ORDINARY SCHOOL;SECONDARY SCHOOL;UNKNOWN;METRO CENTRAL;4;UNKNOWN;UNKNOWN;18,487281;-33,986072;CITY OF CAPE TOWN;UNKNOWN;Claremont;CLAREMONT;CITY OF CAPE TOWN;27 WARRINGTON STREET CLAREMONT 7708;N/A;;NO;URBAN;76;7
100000321;WC;REDDAM HOUSE DURBANVILLE;OPEN;INDEPENDENT;ORDINARY SCHOOL;COMBINED SCHOOL;UNKNOWN;METRO NORTH;7;UNKNOWN;UNKNOWN;18,636996;-33,818026;CITY OF CAPE TOWN;UNKNOWN;D'urbanvale;D`URBANVALE;CITY OF CAPE TOWN;12 SHAMWARI CLOSE CLARA ANNA FONTEIN ESTATE DURBANVILLE 7550;Q2;;NO;URBAN;907;77
100000327;WC;NOMZAMO PRIMARY SCHOOL;OPEN;PUBLIC;ORDINARY SCHOOL;PRIMARY SCHOOL;UNKNOWN;METRO EAST;9;UNKNOWN;UNKNOWN;18,867216;-34,1128717;CITY OF CAPE TOWN;UNKNOWN;Nomzamo SP;NOMZAMO;CITY OF CAPE TOWN;SIMON STREET 7140;Q3;;YES;URBAN;1283;36
100000328;WC;NOMZAMO HIGH SCHOOL;OPEN;PUBLIC;ORDINARY SCHOOL;SECONDARY SCHOOL;UNKNOWN;METRO EAST;9;UNKNOWN;UNKNOWN;18,86806659;-34,11337268;CITY OF CAPE TOWN;UNKNOWN;Nomzamo SP;NOMZAMO;CITY OF CAPE TOWN;SIMON STREET NOMZAMO STRAND 7140;Q3;;YES;URBAN;1285;38
100000329;WC;HEATHERLANDS HIGH SCHOOL;OPEN;PUBLIC;ORDINARY SCHOOL;SECONDARY SCHOOL;UNKNOWN;EDEN AND CENTRAL KAR;8;UNKNOWN;UNKNOWN;22,44807295;-33,95541517;GEORGE;UNKNOWN;King George Park;GEORGE;GEORGE;68 LANGENHOVENWEG GEORGE 6529;Q5;;NO;URBAN;767;25
100000337;WC;THE SINAI ACADEMY;OPEN;INDEPENDENT;ORDINARY SCHOOL;PRIMARY SCHOOL;UNKNOWN;METRO NORTH;9;UNKNOWN;UNKNOWN;18,4866203;-33,815918;CITY OF CAPE TOWN;UNKNOWN;Blouberg Rise;BLOUBERG RISE;CITY OF CAPE TOWN;CURLEWIS ROAD BLOUBERGRISE 7441;Q5;;NO;URBAN;30;3
100000355;WC;PROTEA HEIGHTS ACADEMY;OPEN;PUBLIC;ORDINARY SCHOOL;SECONDARY SCHOOL;UNKNOWN;METRO EAST;2;UNKNOWN;UNKNOWN;18,70002472;-33,889496;CITY OF CAPE TOWN;UNKNOWN;Protea Hoogte;PROTEA HEIGHTS;CITY OF CAPE TOWN;33 HELLING STREET PROTEA HEIGHTS BRACKENFELL 7560;Q5;;NO;URBAN;1201;53
100000361;WC;CROSSPOINT ACADEMY - STRAND;OPEN;INDEPENDENT;ORDINARY SCHOOL;COMBINED SCHOOL;UNKNOWN;METRO EAST;8;UNKNOWN;UNKNOWN;18,827601;-34,11689;CITY OF CAPE TOWN;UNKNOWN;Strand SP;STRAND;CITY OF CAPE TOWN;12 PICKLE STREET STRAND 7139;Q3;;NO;URBAN;242;11
100000364;WC;GRACE PRIMARY SCHOOL;OPEN;INDEPENDENT;ORDINARY SCHOOL;PRIMARY SCHOOL;UNKNOWN;METRO CENTRAL;3;UNKNOWN;UNKNOWN;18,51594744;-33,94005292;CITY OF CAPE TOWN;UNKNOWN;Pinelands;PINELANDS;CITY OF CAPE TOWN;8 PROTEA CLOSE PINELANDS 7405;Q2;;NO;URBAN;108;10
100000400;WC;PRINCIPIA INDEPENDENT SCHOOL;OPEN;INDEPENDENT;ORDINARY SCHOOL;PRIMARY SCHOOL;UNKNOWN;EDEN AND CENTRAL KAR;6;UNKNOWN;UNKNOWN;22,2094566;-33,576723;OUDTSHOORN;UNKNOWN;Oudtshoorn SP;OUDTSHOORN;OUDTSHOORN;186 JAN VAN RIEBEECK ROAD OUDTSHOORN 6620;N/A;;NO;URBAN;74;7
100000401;WC;EL MARINE PRIMARY SCHOOL;OPEN;INDEPENDENT;ORDINARY SCHOOL;PRIMARY SCHOOL;UNKNOWN;METRO EAST;6;UNKNOWN;UNKNOWN;18,8195097;-34,102151;CITY OF CAPE TOWN;UNKNOWN;Lochnerhof;STRAND;CITY OF CAPE TOWN;142 BRAND STREET STRAND 7140;Q2;;NO;RURAL;111;9
100000405;WC;KINGSLEY PRIVATE SCHOOL;OPEN;INDEPENDENT;ORDINARY SCHOOL;COMBINED SCHOOL;UNKNOWN;EDEN AND CENTRAL KAR;3;UNKNOWN;UNKNOWN;22,460535;-33,9682;GEORGE;UNKNOWN;George South;GEORGE SOUTH;GEORGE;36 DANIE CRAVEN CRESCENT GEORGE 6530;Q2;;NO;URBAN;15;2
